Person Full Name (Letr.),My Title,Jud Experience Pending Status,Jud Experience Pend Sub Type,Jud Experience Active Date,Experience Status Effective Date,Experience Status,Experience Status Reason
"Hon. Lloyd E. Blanpied, Jr. (Ret.)","Judge of the West Orange County Municipal Court, Orange County",Appointed,Reagan,08/19/1969,02/01/1972,Promoted,Elevated
Hon. Coleman A. Blease,"Associate Justice of the Court of Appeal
Third Appellate District",Appointed,"Brown, Jr.",06/15/1979,06/15/1979,Active Service,
Hon. Arthur S. Block (Ret.),"Judge of the Superior Court of California,
  County of Riverside",Unification,,07/29/2000,12/01/2002,Retired,Retirement
Hon. Arthur S. Block (Ret.),"Judge of the Coordinated Courts of Riverside County Palm Springs Branch, Riverside County",Appointed,"Brown, Jr.",06/29/1982,07/29/2000,Non-Voluntary,Unification-SCA4
Hon. Charles D. Boags,"Judge of the Beverly Hills Municipal Court, Los Angeles County",Appointed,"Brown, Jr.",04/03/1979,05/02/1990,Non-Voluntary,Removed
Hon. Aviva K. Bobb (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,08/31/1994,06/08/2009,Retired,Retirement
Hon. Aviva K. Bobb (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,"Brown, Jr.",12/31/1980,08/31/1994,Promoted,Elevated
Hon. Paul Boland,"Associate Justice of the Court of Appeal
Second Appellate District, Division Eight",Appointed,Davis,11/21/2001,09/04/2007,Deceased,
Hon. Paul Boland,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",04/24/1981,11/20/2001,Promoted,Elevated
Hon. Allan J. Bollhoffer (Ret.),"Judge of the Superior Court of California,
  County of San Mateo",Elected,,01/05/1979,01/08/1999,Retired,Retirement
Hon. Cecily Bond (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Appointed,"Brown, Jr.",04/15/1980,02/29/2000,Retired,Retirement
Hon. George W. Bonney (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,"Brown, Jr.",04/01/1980,01/27/1990,Retired,Deferred Retirement
Hon. George W. Bonney (Ret.),"Judge of the Santa Clara County Municipal Court, Santa Clara County",Appointed,Reagan,01/28/1972,04/01/1980,Promoted,Elevated
Hon. William B. Boone (Ret.),"Judge of the Superior Court of California,
  County of Sonoma",Appointed,"Brown, Jr.",06/30/1977,01/06/1985,Retired,Retirement
Hon. Ernest Borunda (Ret.),"Judge of the Superior Court of California,
  County of San Diego",Unification,,12/01/1998,06/05/2000,Retired,Retirement
Hon. Ernest Borunda (Ret.),"Judge of the South Bay Municipal Court, San Diego County",Appointed,"Brown, Jr.",04/04/1979,12/01/1998,Non-Voluntary,Unification-SCA4
Hon. John J. Boskovich (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Appointed,"Brown, Jr.",12/01/1976,06/30/1991,Retired,Deferred Retirement
Hon. John J. Boskovich (Ret.),"Judge of the Sacramento Superior and Municipal Courts, Sacramento County",Appointed,Brown,12/20/1966,12/01/1976,Promoted,Elevated
Hon. Russell A. Bostrom (Ret.),"Judge of the West Orange County Municipal Court District, Orange County",Appointed,"Brown, Jr.",01/02/1983,09/22/1989,Retired,Deferred Retirement
Hon. James G. Bowles,"Judge of the Superior Court of California,
  County of Kern",Appointed,"Brown, Jr.",06/26/1981,11/28/1989,Deceased,
Hon. James G. Bowles,"Judge of the Bakersfield Municipal Court, Kern County",Appointed,"Brown, Jr.",06/16/1978,06/26/1981,Promoted,Elevated
Hon. Nathaniel O. Bradley (Ret.),"Judge of the Superior Court of California,
  County of Tulare",Appointed,Reagan,10/07/1971,03/31/1988,Retired,Retirement
Hon. Robert C. Bradley (Ret.),"Judge of the Superior Court of California,
  County of Ventura",Appointed,Deukemejian,10/18/1984,01/04/1999,Retired,Retirement
Hon. Robert C. Bradley (Ret.),"Judge of the Ventura County Municipal Court, Ventura County",Appointed,"Brown, Jr.",01/02/1983,10/18/1984,Promoted,Elevated
Hon. Robert E. Bradstreet (Ret.),"Judge of the Visalia Municipal Court District, Tulare County",Appointed,Reagan,01/03/1975,01/31/1985,Retired,Deferred Retirement
Hon. Larrie R. Brainard (Ret.),"Judge of the Superior Court of California,
  County of San Diego",Unification,,12/01/1998,10/01/2007,Retired,Retirement
Hon. Larrie R. Brainard (Ret.),"Judge of the El Cajon Municipal Court, San Diego County",Appointed,"Brown, Jr.",03/16/1979,12/01/1998,Non-Voluntary,Unification-SCA4
Hon. Harry F. Brauer (Ret.),"Associate Justice of the Court of Appeal
Sixth Appellate District",Appointed,Deukemejian,11/02/1984,06/30/1989,Retired,Deferred Retirement
Hon. Harry F. Brauer (Ret.),"Judge of the Superior Court of California,
  County of Santa Cruz",Appointed,Reagan,01/02/1973,11/02/1984,Promoted,Elevated
Hon. Harry F. Brauer (Ret.),"Judge of the Santa Cruz County Municipal Court, Santa Cruz County",Appointed,Brown,01/02/1962,01/02/1973,Promoted,Elevated
"Hon. Paul G. Breckenridge, Jr. (Ret.)","Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,05/10/1968,05/31/1988,Retired,Retirement
Hon. Thomas P. Breen (Ret.),"Judge of the Superior Court of California,
  County of San Benito",Appointed,"Brown, Jr.",06/09/1980,06/09/2000,Retired,Retirement
Hon. Richard H. Breiner (Ret.),"Judge of the Superior Court of California,
  County of Marin",Appointed,"Brown, Jr.",09/15/1977,02/28/1998,Retired,Retirement
Hon. Michael W. Brennan,"Judge of the El Cajon Municipal Court, San Diego County",Appointed,"Brown, Jr.",01/11/1979,09/29/1985,Deceased,
Hon. Daniel T. Brice (Ret.),"Judge of the Superior Court of California,
  County of Orange",Unification,,08/10/1998,01/05/2003,Retired,Retirement
Hon. Daniel T. Brice (Ret.),"Judge of the North Orange County Municipal Court, Orange County",Appointed,"Brown, Jr.",12/01/1982,08/10/1998,Non-Voluntary,Unification-SCA4
Hon. David Hays Brickner (Ret.),"Judge of the Superior Court of California,
  County of Orange",Appointed,Deukemejian,07/02/1986,01/31/2003,Retired,Retirement
Hon. David Hays Brickner (Ret.),"Judge of the West Orange County Municipal Court, Orange County",Appointed,"Brown, Jr.",01/02/1983,07/02/1986,Promoted,Elevated
Hon. Francisco P. Briseño (Ret.),"Judge of the Superior Court of California,
  County of Orange",Appointed,"Brown, Jr.",04/18/1979,09/02/2014,Retired,Retirement
Hon. Francisco P. Briseño (Ret.),"Judge of the Central Orange County Municipal Court, Orange County",Appointed,"Brown, Jr.",03/10/1977,04/18/1979,Promoted,Elevated
Hon. Arthur B. Broaddus (Ret.),"Judge of the Superior Court of California,
  County of Mendocino",Elected,,01/06/1969,01/05/1988,Retired,Deferred Retirement
Hon. Henry J. Broderick (Ret.),"Judge of the Superior Court of California,
  County of Marin",Appointed,Reagan,10/30/1970,12/31/1990,Retired,Retirement
Hon. Ellen E. Brodie (Ret.),"Judge of the San Bernardino County Municipal Court, San Bernardino County",Appointed,"Brown, Jr.",01/02/1983,01/31/1993,Retired,Retirement
Hon. Carol S. Brosnahan,"Judge of the Superior Court of California,
  County of Alameda",Unification,,07/31/1998,07/31/1998,Active Service,
Hon. Carol S. Brosnahan,"Judge of the Berkeley-Albany Municipal Court, Alameda County",Appointed,"Brown, Jr.",04/23/1979,07/31/1998,Non-Voluntary,Unification-SCA4
Hon. Allen E. Broussard (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Appointed,"Brown, Jr.",10/01/1975,07/22/1981,Promoted,Elevated
Hon. Allen E. Broussard (Ret.),Associate Justice,Appointed,"Brown, Jr.",07/22/1981,08/31/1991,Retired,Deferred Retirement
Hon. Allen E. Broussard (Ret.),"Judge of the Oakland-Piedmont-Emeryville Municipal Court, Alameda County",Appointed,Brown,04/09/1964,10/01/1975,Promoted,Elevated
Hon. George A. Brown (Ret.),"Associate Justice of the Court of Appeal
Fifth Appellate District",Appointed,Reagan,02/23/1971,12/07/1972,Promoted,Elevated
Hon. George A. Brown (Ret.),"Presiding Justice of the Court of Appeal
Fifth Appellate District",Appointed,Reagan,12/08/1972,08/31/1987,Retired,Retirement
Hon. George A. Brown (Ret.),"Judge of the Superior Court of California,
  County of Kern",Appointed,Reagan,01/02/1969,02/23/1971,Promoted,Elevated
Hon. Gerald Brown (Ret.),"Associate Justice of the Court of Appeal
Fourth Appellate District, Division One",Appointed,Brown,02/04/1963,03/18/1965,Promoted,Elevated
Hon. Gerald Brown (Ret.),"Associate Justice of the Court of Appeal
Fourth Appellate District, Division One",Appointed,Brown,03/18/1965,06/03/1985,Retired,Retirement
"Hon. Ira A. Brown, Jr. (Ret.)","Judge of the Superior Court of California,
  County of San Francisco",Appointed,Reagan,12/30/1970,05/31/1991,Retired,Retirement
Hon. J. Michael Brown (Ret.),"Judge of the Superior Court of California,
  County of Humboldt",Appointed,"Brown, Jr.",03/17/1985,12/30/2008,Retired,Retirement
Hon. Myron S. Brown (Ret.),"Judge of the Superior Court of California,
  County of Orange",Appointed,"Brown, Jr.",09/11/1981,03/28/1999,Retired,Retirement
Hon. Myron S. Brown (Ret.),"Judge of the North Orange County Municipal Court, Orange County",Appointed,"Brown, Jr.",03/28/1980,09/10/1981,Promoted,Elevated
Hon. Nancy M. Brown (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,12/21/1984,01/31/2004,Retired,Retirement
Hon. Nancy M. Brown (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,"Brown, Jr.",11/08/1976,12/21/1984,Promoted,Elevated
"Hon. William F. Brown, Jr. (Ret.)","Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Deukemejian,12/27/1983,01/09/1995,Retired,Retirement
"Hon. William F. Brown, Jr. (Ret.)","Judge of the Santa Clara County Municipal Court, Santa Clara County",Appointed,Reagan,01/02/1975,12/27/1983,Promoted,Elevated
Hon. George Brunn (Ret.),"Judge of the Berkeley-Albany Municipal Court, Alameda County",Appointed,Brown,02/15/1966,02/21/1986,Retired,Retirement
Hon. John E. Buffington (Ret.),"Judge of the Superior Court of California,
  County of Humboldt",Appointed,"Brown, Jr.",08/01/1980,12/31/1998,Retired,Retirement
Hon. John E. Buffington (Ret.),"Judge of the Humboldt Municipal Court, Humboldt County",Appointed,"Brown, Jr.",05/23/1978,08/01/1980,Promoted,Elevated
Hon. Leila F. Bulgrin (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Brown,02/05/1960,12/30/1983,Retired,Retirement
Hon. John W. Bunnett (Ret.),"Judge of the Southeast Municipal Court, Los Angeles County",Appointed,Reagan,12/22/1967,12/31/1994,Retired,Retirement
Hon. Barbara Lee Burke (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,10/23/2006,Retired,
Hon. Barbara Lee Burke (Ret.),"Judge of the Glendale Municipal Court, Los Angeles County",Appointed,"Brown, Jr.",05/13/1981,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Michael L. Burke (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,08/30/1983,08/16/1988,Retired,
Hon. Michael L. Burke (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Reagan,07/17/1973,08/30/1983,Promoted,Elevated
Hon. William B. Burleigh (Ret.),"Judge of the Monterey Municipal Court, Monterey County",Appointed,Reagan,03/07/1973,01/01/1995,Retired,Retirement
Hon. Michael L. Burley (Ret.),"Judge of the Superior Court of California,
  County of San Diego",Unification,,12/01/1998,01/07/2001,Retired,Retirement
Hon. Michael L. Burley (Ret.),"Judge of the North County Municipal Court, San Diego County",Appointed,"Brown, Jr.",03/12/1979,12/01/1998,Non-Voluntary,Unification-SCA4
Hon. Edward T. Butler (Ret.),"Associate Justice of the Court of Appeal
Fourth Appellate District, Division One",Appointed,"Brown, Jr.",12/27/1982,02/26/1988,Retired,Retirement
Hon. Edward T. Butler (Ret.),"Judge of the Superior Court of California,
  County of San Diego",Appointed,"Brown, Jr.",09/23/1975,12/27/1982,Promoted,Elevated
"Hon. Wesley B. Buttermore, Jr. (Ret.)","Judge of the Superior Court of California,
  County of San Diego",Appointed,"Brown, Jr.",08/22/1975,10/02/1986,Retired,Retirement
"Hon. Wesley B. Buttermore, Jr. (Ret.)","Judge of the San Diego Municipal Court, San Diego County",Appointed,Brown,09/15/1961,08/22/1975,Promoted,Elevated
Hon. Robert K. Byers (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Appointed,Deukemejian,07/19/1983,01/06/1992,Retired,Deferred Retirement
Hon. Robert K. Byers (Ret.),"Judge of the San Leandro-Hayward Municipal Court, Alameda County",Appointed,Reagan,02/11/1969,07/19/1983,Promoted,Elevated
Hon. H. Keith Byram (Ret.),"Judge of the Newhall Municipal Court, Los Angeles County",Elected,,01/03/1983,02/02/1998,Retired,Retirement
Hon. J. Michael Byrne (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/03/1989,03/07/2003,Retired,Retirement
Hon. J. Michael Byrne (Ret.),"Judge of the Rio Hondo Municipal Court, Los Angeles County",Appointed,"Brown, Jr.",03/24/1982,01/03/1989,Promoted,Elevated
Hon. Raymond J. Byrne,"Judge of the Sonoma County Municipal Court District, Sonoma County",Elected,,01/05/1981,12/31/1986,Defeated,
Hon. Richard P. Byrne (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,04/28/1972,07/06/1992,Retired,Deferred Retirement
Hon. William E. Byrne (Ret.),"Judge of the Superior Court of California,
  County of El Dorado",Appointed,Brown,01/31/1964,10/31/1986,Retired,Retirement
Hon. A. Dennis Caeton (Ret.),"Judge of the Superior Court of California,
  County of Fresno",Appointed,"Brown, Jr.",05/12/1980,03/31/2005,Retired,Retirement
Hon. A. Dennis Caeton (Ret.),"Judge of the Consolidated Fresno Municipal Court, Fresno County",Appointed,"Brown, Jr.",05/11/1977,05/12/1980,Promoted,Elevated
Hon. Thomas W. Caldecott (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Appointed,Knight,09/26/1957,05/02/1969,Promoted,Elevated
Hon. Thomas W. Caldecott (Ret.),"Associate Justice of the Court of Appeal
First Appellate District, Division Three",Appointed,Reagan,05/02/1969,02/14/1974,Promoted,Elevated
Hon. Thomas W. Caldecott (Ret.),"Associate Justice of the Court of Appeal
First Appellate District, Division Four",Appointed,Reagan,02/14/1974,05/31/1984,Retired,Retirement
Hon. Joseph B. Campbell (Ret.),"Presiding Justice of the Court of Appeal
Fourth Appellate District, Division Two",Appointed,Deukemejian,07/10/1986,11/18/1989,Retired,
Hon. Joseph B. Campbell (Ret.),"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,Reagan,03/17/1972,07/10/1986,Promoted,Elevated
Hon. Victor M. Campilongo (Ret.),"Judge of the Superior Court of California,
  County of San Francisco",Appointed,Reagan,07/17/1972,02/28/1990,Retired,Deferred Retirement
Hon. Victor M. Campilongo (Ret.),"Judge of the San Francisco Municipal Court, San Francisco County",Appointed,Reagan,02/18/1970,07/17/1972,Promoted,Elevated
Hon. Zel Canter (Ret.),"Judge of the Superior Court of California,
  County of Santa Barbara",Appointed,"Brown, Jr.",10/26/1981,01/29/2006,Retired,Retirement
Hon. Earl J. Cantos (Ret.),"Judge of the San Diego Municipal Court, San Diego County",Appointed,Brown,06/03/1983,09/09/1983,Retired,Retirement
Hon. Donald B. Cantwell (Ret.),"Judge of the Superior Court of California,
  County of Stanislaus",Appointed,"Brown, Jr.",01/02/1983,01/05/1994,Retired,Retirement
Hon. Donald B. Cantwell (Ret.),"Judge of the Stanislaus County Municipal Court, Stanislaus County",Appointed,"Brown, Jr.",01/07/1976,01/01/1983,Promoted,Elevated
Hon. Walter P. Capaccioli (Ret.),"Associate Justice of the Court of Appeal
Sixth Appellate District",Appointed,Deukemejian,10/24/1986,12/31/1992,Retired,Retirement
Hon. Walter P. Capaccioli (Ret.),"Judge of the Superior Court of California,
  County of San Mateo",Appointed,Reagan,01/07/1974,10/24/1986,Promoted,Elevated
Hon. Walter P. Capaccioli (Ret.),"Judge of the San Mateo County Municipal Court, San Mateo County",Appointed,Reagan,01/20/1971,01/07/1974,Promoted,Elevated
Hon. Luis A. Cardenas (Ret.),"Judge of the Superior Court of California,
  County of Orange",Appointed,"Brown, Jr.",01/30/1980,03/31/1996,Retired,Retirement
Hon. Luis A. Cardenas (Ret.),"Judge of the North Orange County Municipal Court, Orange County",Appointed,"Brown, Jr.",03/05/1976,01/30/1980,Promoted,Elevated
Hon. Raymond Cardenas (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",08/01/1975,10/04/1995,Retired,Retirement
Hon. Robert E. Carey (Ret.),"Judge of the Superior Court of California,
  County of San Mateo",Elected,,01/04/1971,10/02/1989,Retired,Deferred Retirement
Hon. Robert E. Carey (Ret.),"Judge of the San Mateo County Municipal Court, San Mateo County",Appointed,Reagan,08/29/1969,01/04/1971,Promoted,Elevated
Hon. Frances N. Carr,"Associate Justice of the Court of Appeal
Third Appellate District",Appointed,"Brown, Jr.",05/16/1980,01/16/1992,Deceased,
Hon. Frances N. Carr,"Judge of the Superior Court of California,
  County of Sacramento",Appointed,"Brown, Jr.",12/19/1975,05/16/1980,Promoted,Elevated
Hon. George D. Carroll (Ret.),"Judge of the Bay Municipal Court, Contra Costa County",Appointed,Brown,06/07/1965,07/15/1985,Retired,Retirement
Hon. John P. Carroll (Ret.),"Judge of the Superior Court of California,
  County of Riverside",Appointed,"Brown, Jr.",03/15/1979,08/31/1989,Retired,Retirement
Hon. John P. Carroll (Ret.),"Judge of the Coordinated Courts of Riverside County Palm Springs Branch, Riverside County",Appointed,"Brown, Jr.",08/26/1975,03/15/1979,Promoted,Elevated
Hon. Joseph J. Carson (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Appointed,Deukemejian,04/10/1984,05/10/2000,Retired,Retirement
